"Section:PL-Transportation Operations Management, Work Reporting (35 Reqs)  StmtID"
717705,Rating,,High    Requirement  Provide a daily activity report (DAR) function which allows the crew leader to report all activities and work orders performed in a  given day and the various resources utilized to perform these work orders and maintenance activities.  Support Source
717706,High,,Allow for entry of a daily activity report online.
